text,score,cosineSim,result
Ate at tumea and sons. It was really good. I had baked chicken. It was baked in garlic and olive oil. And some rice. It's good.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8496527059497548],0
Is listening to rocky horror picture show soundtrack sung by glee. Hehe I love rocky horror picture show.,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",[0.9493829432323867],0
It's so nice!,"[1, 1, 1, 1, 1, 6, 5, 0, 0, 0]",[0.6008185273040276],0
Chocolate peanutbutter bugals are the best invention of the universe! Haha,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8198389048840197],0
Where can you find an ocean with no water?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8306137262012495],0
Good song: total eclipse of the heart.,"[1, 1, 5, 1, 1, 1, 1, 1, 0, 0]",[0.8835373262988352],0
time to sleep! got nothing else better to do. XD,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7476067426762898],0
Is having a resident evil movie marathon. Then watching my ncis. Lol,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7502120833610498],0
Tuesday is Minnesota!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6682335748074669],0
Monday morrow. woohoo! lol,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6591454008545777],0
Minnesota morrow! It's gonna be cold. Lol,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6894546993617693],0
I probably won't be in Fb at all. So don't miss me too much y'all! Haha,"[5, 1, 1, 1, 1, 1, 1, 1, 3, 0]",[0.8000971639494919],0
We are off to Minnesota bye all. Don't miss me too much. :p will update whenever I can.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8248140400365969],0
IS ALIVE! We made it to minnasota!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5875639471239503],0
first day in the cabin...snowy...no zombies yet...and no clue what im doing today. lol,"[1, 1, 4, 1, 1, 1, 1, 1, 1, 0]",[0.843599857795977],0
Off to work. Woo. Actually been off to work since.6. But meh 25 min late. Lol anyway. Today better be decent.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8112396600070704],0
Is on our way home. It was nice. :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7286880936178918],0
Made it back in one piece. Will upload more pics morrow.,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7895933078614145],0
Is home. Uploading my second set of photos.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7639368571622991],0
I am sitting here watching American pickers. Woohoo!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.36023208166814236],0
is laying here listening to some My Chemical Romance and talking to random people. haha good times.,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8263572932179376],0
I had fun today! Woohoo! I love super smash bros.,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7413939573198242],0
Dang gas is 3.29 a gallon. Bleh. It went up 10th fracking cents!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8633900315799286],0
Made some fetticini chicken Alfredo. Mmm!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8295378052531484],0
May be going know a second trip to Minnesota. Woohoo! Haha,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7930171879619464],0
Going to the okiboji grill. Woohoo!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6448522269193029],0
in the registration handbook under AP world history it says May be substitted for world civilazation but can i take both!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9058292099739625],0
"You and I wake up and there is only one cup of coffee left in the house.(If you dont drink coffee, pretend as though it's one cup of whatever it is that you must have, and I don't need to know what that is!) Using only 4 words, what would you say to me? Note: if you reply you must copy and paste to your wall so I may comment on yours as well. Be a good sport, and play along","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9005320569777998],0
FEA!!! i'm going to the inter medit center and gong to be teaching soon!!!! hope the lil six graders are ready! so excited >.<,"[1, 1, 1, 1, 1, 5, 1, 1, 0, 0]",[0.8783243841203652],0
i wish i can live in my mp3 player,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7150120782911972],0
i want to go to new york to see avenue Q!!!!! that would be amazing!!! http:////www.avenueq.com//,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6766987195092504],0
i remember eating at sonic last night then i can't remeber anything else,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8417238874016911],0
i love how black buttler takes place in london but they all speak japanesse,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7589733712437301],0
wants glee karioke for the wii,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7432799538080647],0
only good thing about the super bowl is glee comes on after,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8920220081531368],0
i wach the kick off and will be back for half time! i just don't like football,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8214480508781831],0
has the urge to read dr. suess! over the summer i went to the libary and read them to jacob! i want to read my green eges and hame or the foot book! left foot right foot left foot righ! wet foot dry foot low foot high foot oh how many feet you'll meet!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8822591479317096],0
"friends are like potatos if you eat them, they DIE~<3","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8717305752015752],0
"STOP! in the name of love, befor your break my heart","[9, 5, 7, 5, 5, 3, 1, 3, 0, 0]",[0.7880238792836599],0
if you don't talk to your cat about cat nip who will?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8613118109416605],0
night,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5520593763516553],0
trying to teach mom to play epic mickey for the wii..... ya epic failer on her part,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8255772658768231],0
you know your a geek when your skin for your media play is the element table,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8310943941698835],0
watching the new glee and is trying not to scream /no kurt,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7255816293662924],0
yep glee just ruined the song firework for me,"[1, 1, 7, 1, 3, 1, 1, 8, 0, 0]",[0.8037606970761166],0
hmm so sleepy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6186081402732915],0
watching the new glee o.0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7123540810509592],0
i gave evry one care bear and care bear and care bear cousin names !!!!! hehehehe,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8342303051066507],0
i have to be better by tomorrow! i woke up and could hardly wake today,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7574638388644196],0
is it only me or did anyone else get a letter for who's who american scholars?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7728386942826014],0
At 3 yrs /Mommy,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6906608980900137],0
ok im ready for tomorrow lets just see how im going to get around all those stairs,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8293565916550479],0
savannahs haveing a sleep over and they are playing truth or dare,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8116954183081488],0
"four main reasons a girl will stop texting back. One - You said something that made her mad Two - You just started to get boring Three - She fell asleep Four - You said the letter /K/""""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.856711067146961],0
so tired .........................................................,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.45201460558329454],0
had an swesome day! last skinny my sucker attacked katelyn then got cut open by my pencil!(blood) at least i know im one of coach hoods favorites lol cause im the odd little ducklings,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9163832325877757],0
yep glee just ruined a amazing song by my chemical romance!!!,"[1, 1, 1, 1, 5, 1, 1, 1, 3, 0]",[0.8509986857953825],0
today was awesome and im so happy the six graders had fun!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7818037637958682],0
wayching tv with bella she is useing me as her pillow,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7190818004236637],0
matthew is pouting cause his friend cant come over! and he only wants to watch icarly,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8431872249903821],0
waiting for momma to pick me up cause megan is spending the night!!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8039422638108675],0
me and Savannah were doing hardcore yoga earlier and my back is hurting!!!!! this one move you layed on your back and then raised you legs behind your head and then lean your shoulders to kick up your legs strait up,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7972802410848677],0
omg it took the pizza man and hour and a half to get here,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8857147070989386],0
oh what happened today? nothing out of the ordinary! oh wait a teacher fell through the auditorium ceiling and was dangling by her feet!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8686876695290429],0
omg the enternet is sooooo slooooowww,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7472917815034829],0
un-manageable hair,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8077654028609359],0
its jacobs b-day,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6964936633219578],0
watching the new glee!!!!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6349960547622728],0
just got done reagranging my room!!!!! uggg to much engery spent,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7232938891938568],0
i bet i have drank atleast half a gallon of water :0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8144603941702059],0
knowing me i had music blasting and missed jaco's call! well i think its him cause the voice message isnt very clear lol!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8755109271825017],0
watching a werid movie at kristi's >.>,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6511273299155477],0
hmmm another school day..... but i have vacation tomorrow!!!!:),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7606620240407636],0
leaveing for vacatoin,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6210180342652368],0
hanks so much to my to my friends who got me adicted to feista i hate you!!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.795902543247047],0
had an awesome week end :),"[1, 5, 5, 1, 6, 7, 1, 1, 1, 0]",[0.6192264759104554],0
i has got myselfz a pillow pet <3,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6997896536622731],0
aa road on are bus route colapsed i want to see how long will it take to get fixed. scotssvile..... the clock is ticking,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8296758101458676],0
tomorrow is mario day!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7883082054310775],0
being attacked by a bella. i can just hear her coming up behind me for another attack!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8698837304575124],0
"/I'm going to bed now./"" *finds something to read* 15 minutes later: /""I'm going to bed NOW./"" *keeps reading* 1hr later: /""I am definitely going to bed now.....right after I see what else this person has written./""""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8128711543917672],0
will never completely rid herself of AP Bio. Ever!! Hydrogen bonds!! Properties of water!! A...T...P...! Aaaaahhhhhhh!! *brain implodes*,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.8399794854717925],0
Spent an awesome and eye opening afternoon with one of the loveliest people I know.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8934015374604877],0
"First though as I wake up: OMYGOSH, it's cold! Next one: I should turn on the kerosene heater. Mom: We're out of Kerosene but.... Me: *dies inside*","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8994135178703215],0
I had almost forgotten how good it felt simply to put pen to paper and write for no other reason than a release of creativity:),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9145668435233374],0
I want my textbook!! Like now.,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.6813786231119362],0
Phone is indefinitely out of minutes. Talk to me here if you need me.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8154207409501355],0
The phone is still out of commission and will likely be that way through through Friday or Saturday. Just so ya know. Message me here if you desire conversation.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.895151181445957],0
First real day of class tomorrow!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8482128090249419],0
"So I finally got my textbooks, and I feel like it cost an arm, a leg, and a kidney. XP","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7738138029409282],0
"Okay, all the people that I seriously need to see before spring semester let me know when we can hang out so that I can work around my work schedule. If you want to do something this week, give me a day and I'll let you know if I can.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9013752443929957],0
Work work work. I *will* have a good night.,"[1, 1, 1, 5, 1, 1, 1, 0, 0, 0]",[0.6930943794354888],0
Coldplay and coffee:) Good morning.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7568955835834058],0
It's been a while since I've been up early enough to see sunrise. Merry Christmas Eve!,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8354479497514188],0
/Sit down,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.5178982797985872],0
I love how Pandora knows that this is the perfect day for slightly melancholic music.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8290858747147303],0
What the heck!? It's only 8:30???!,"[1, 1, 1, 1, 1, 3, 1, 1, 0, 0]",[0.6188366915577657],0
I have come to the conclusion that I live in the Twilight Zone. Memories are disappearing and my sister can read my mind.,"[1, 1, 1, 1, 3, 3, 1, 1, 1, 0]",[0.866031074862447],0
"OMYGOSH!!! Dad starts his job with the VW supplier NEXT MONDAY MORNING!!!!!!! :DDDDD Thank You, God!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8900060689225452],0
"Remember my family in your thoughts and prayers, my friends. Thanks, love y'all.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7449375614924315],0
Just read an email from one of my professors that I'll have next semester. She sounds exceptionally perky.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8772025927572753],0
"Good Morning, & Happy Friday!!!!","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.8599604031331418],0
/All truth passes through three stages: First,"[4, 3, 1, 2, 1, 1, 1, 2, 1, 0]",[0.727914470948838],0
/Rummaging in our souls,"[2, 1, 2, 1, 1, 3, 1, 1, 1, 0]",[0.5579896370004764],0
/What we think,"[1, 1, 1, 5, 1, 1, 1, 0, 0, 0]",[0.4546382047078873],0
Goodmorning & Happy Friday to all!!!,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.727274159943083],0
/I have not failed. I've just found 10,"[4, 1, 1, 2, 5, 3, 1, 1, 0, 0]",[0.6936186104037013],0
"Good morning Monday, I think it is going to be a wonderful day! :)","[1, 1, 1, 1, 5, 1, 1, 1, 0, 0]",[0.7775632913399965],0
/If I had known then what I know now,"[3, 1, 1, 1, 1, 2, 1, 1, 0, 0]",[0.7367096167618131],0
/First they ignore you,"[4, 2, 2, 3, 1, 1, 1, 9, 0, 0]",[0.8377511116697445],0
Good morning people! Happy Thursday!,"[1, 3, 3, 1, 3, 1, 5, 9, 3, 0]",[0.8818122839876653],0
/You don't need a weatherman to know,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.5607628300082327],0
"Good morning everyone, Happy Friday!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8706565714753167],0
"Goodnight all, way to much excitement for this girl with the bad boys pulled up outside, lol, anyway been a nice friday! x","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.878805170844365],0
/Can you see the power emotion has to distort our outlook? Makes you wonder,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8275022814452976],0
"Anyone have any recommendations for a good wide lens for a D90, i am looking to spend no more than 1000.00 and would like something that is good quality.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9036531308729417],0
Hope everyone is having a great Valentines Day,"[1, 1, 1, 1, 3, 1, 4, 5, 1, 0]",[0.7618917207196116],0
"How hard is to took a pizza out of the box, okay that is two in a row burnt!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8273432464318419],0
"Wednesday Morning, half way there, have a good day everyone!","[1, 1, 1, 1, 5, 5, 5, 5, 0, 0]",[0.851930693251952],0
/Someday,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.4525541033546208],0
"Almost Friday, only like 2 hours and 10 mins to go......","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7213314668352789],0
/You can owe nothing,"[1, 1, 1, 1, 1, 5, 2, 1, 0, 0]",[0.617403352359463],0
"Good Morning everyone, have a great day! Friday at last!","[1, 1, 1, 1, 1, 1, 5, 1, 0, 0]",[0.9109714754180419],0
/I've learned that people will forget what you said,"[4, 1, 2, 2, 1, 1, 2, 1, 1, 0]",[0.8672053437000142],0
/So we liked to speak our minds,"[1, 1, 1, 7, 1, 1, 1, 1, 1, 1]",[0.6980092412334078],0
"ÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÅ½Ã¢â‚¬Å“ÃƒÆ’Ã¢â‚¬Â¡Ãƒâ€šÃ‚Â£Smile and others will smile back. Smile to show how transparent, how candid you are. Smile if you have nothing to say. Most of all, do not hide the fact you have nothing to say nor your total indifference to others. Let this emptiness, this profound indifference shine out spontaneously in your smile.ÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â©ÃƒÅ½Ã¢â‚¬Å“ÃƒÆ’Ã¢â‚¬Â¡ÃƒÆ’Ã‹Å“ Jean Baudrillard","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.8357152558331805],0
/Today you are You,"[2, 2, 1, 1, 1, 5, 4, 1, 0, 0]",[0.6756877385257656],0
/Life is short,"[5, 5, 7, 3, 5, 1, 1, 1, 0, 0]",[0.7698488972833748],0
"Sunday is going to be good! Went to tims to buy a coffee, bought a coffee, and a tin of coffee, I think it is going to be the most wonderful day :)","[3, 1, 1, 1, 3, 0, 0, 0, 0, 0]",[0.8233484842934344],0
/The truth will set you free,"[1, 1, 1, 1, 3, 1, 1, 1, 0, 0]",[0.7627514317545201],0
First season of Grey's Anatomy. Oh. Yes.,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 1]",[0.7056981903435379],0
Go to sleep Nancy. Go. To. Sleep!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7344051858262316],0
Motorbike or scooter??,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6778258378757452],0
"For some bizarre reason i cannot fathom, I have had a Soulja Boy song stuck in my head aaaaaaalll daaaaaayyy loooong... /now watch me","[5, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.8989213298426741],0
"I attended the most amazing, joyful, beautiful wedding today. A huge congrats to Mr. and Mrs. Pete and Lisa Vogel!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.846443769335163],0
"Today's the day, the sun is shining, the sky is clear, and I'm going to Uni!!!!!! :D","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8196389651091965],0
Excellent news: I found the library.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7212378899786966],0
Getting my geek on watching Star Wars...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6835619059019354],0
One of those days... :@,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6989422084188236],0
Um... Katy Perry... What was that???,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6903202169683588],0
"Just gonna stan there and watch me roar, but that's alright because I am a dinosaur...","[1, 1, 1, 1, 1, 5, 1, 1, 0, 0]",[0.9588531807715786],0
Tutorial Registration: done. I now have a timetable. :) its getting nearer and nearer... :D,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8525638775180132],0
That awkward moment when all the evils and wrongs in the world are your fault because you're the one holding the map in the passenger's seat of the car. Speaking of which... Anyone know the way to the airport??,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8905628197196801],0
*Oprah giveaway voice* I got an OFFEEEEEEEEEEEEEEEEEERR!!!!! And YOU get an offer! And YOU get an offer! And YOU and YOU and YOU get an offer!!! You ALL get to take home an OFFER! *crowd goes psycho crazy wild*,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",[0.7112113696670154],0
Just got back from camping. :],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.754025822281089],0
Joyeux NoÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬ÂÃ‚Â¬Ãƒâ€šÃ‚Â½l <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.45330196545874757],0
My dog is totally in a turkey coma!!! He loved the stuffing more than the actual turkey... Oh how I love my Guapo!!!,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8375905066235497],0
Happy Austraaaaaaaaliaaaaaa daaaaaaaaaaaaaaay!!!! And congrats to our fish. The fish stork brought 18 baby fish this week.... O__o,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",[0.7376611045988631],0
Xbox kinect... Pretty awesome... Merry Christmas! :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.658432794100129],0
Just realised Brooke Fraser's concert is on Sunday!! How fast did that time go by!!! totally pumped to take Pahola Janira Zepeda to her very first concert!!!! :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8327090900850654],0
This year has gone by too soon. Here's to an epic 2011. Happy new year everyone!! :),"[1, 1, 1, 1, 1, 1, 1, 5, 0, 0]",[0.8847930394169858],0
Would you be my valentine?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6580784241369414],0
Happiness is not a destiny instead it is a choice.,"[1, 1, 1, 5, 1, 7, 7, 5, 1, 0]",[0.8463661860327346],0
Well I don't think we have enought fate to continue. We have a little fate but it's just not enought.,"[7, 1, 5, 1, 3, 1, 5, 5, 5, 1]",[0.8533377776266017],0
I am making sorbet who want to join me?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6240920930319829],0
"We should never assume that somebody loves us by only seeing their sweetness. Sometimes we should in the fact that some people are just /FLIRTS/"".""","[1, 1, 1, 1, 1, 1, 4, 1, 1, 0]",[0.8883583601805289],0
Thank you too all that wish me happy birthday. :D I really appreciate it. <3,"[1, 1, 1, 1, 5, 1, 1, 3, 1, 0]",[0.7613867193558306],0
"The longer he looks into your eyes the more he is interested in you. If he can't look into your eyes long enough, there is a good chance that he wants to conquer you. After that he would leave you.","[1, 1, 3, 1, 5, 5, 1, 1, 3, 1]",[0.8578411892018716],0
"You have changed, To a complete stranger.","[1, 1, 1, 1, 1, 1, 5, 1, 7, 0]",[0.6984520557831742],0
I am going KEY-razy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6622776552044978],0
I don't feel the way it used to be.,"[5, 1, 1, 5, 3, 1, 1, 1, 0, 0]",[0.8234410526043634],0
I just want to be Happy is that wrong?,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.812827857710288],0
It is easier to be brave from a safe distance.,"[5, 5, 2, 3, 1, 2, 3, 1, 1, 0]",[0.8261498575868252],0
If you don't like me just say. Just don't be such a hypocrite.,"[1, 1, 1, 5, 1, 1, 5, 1, 1, 0]",[0.8608687167624374],0
We both come in a package. Like A Set meal.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8036036101179826],0
"Why I like sleeping. Well it's because it allows me to, Forget everything for a little well.","[7, 7, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7735326577419512],0
"I enjoy serenity. At the park. While you are seating there, Swinging, letting the wind blow pass you As you think. As you dream. As you smile.","[1, 1, 1, 3, 1, 2, 4, 1, 1, 0]",[0.8761702340396553],0
090396 <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.5223560640134938],0
/I was,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.47260248562614354],0
If Laughing Increases your Lifespan then I am IMMORTAL,"[1, 1, 1, 3, 1, 1, 1, 1, 0, 0]",[0.7632126343077618],0
"We are young, we run? free, stay up late, we don't sleep. Got our friends, got the night... We'll be alright :)","[1, 3, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8277960013424948],0
Today I had a great time with Kai Theng remising our childhood. (Y),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7716011722304702],0
Thanks for the Memories.,"[5, 1, 1, 1, 5, 5, 1, 1, 3, 0]",[0.7131450865634035],0
Be patient and tough,"[1, 2, 1, 1, 1, 1, 1, 3, 1, 0]",[0.6294498586335069],0
"Wish these clouds would thin out, the sun is hiding behind them","[3, 3, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7956375831039824],0
Can finally hear myself think........Man I LOVE bedtime :),"[7, 1, 1, 1, 1, 1, 1, 5, 0, 0]",[0.699875917412026],0
"is awake.....You want bright eyed and bushy tailed, go catch a freaking squirrel!!!!!!!!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8403509963873832],0
"We are asking everyone to say a prayer for the US /Navy Seals/"" team","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8851938619945499],0
"Click /like/"" if i have ever made you smile :) . Then put this as your status and see how many people you've made smile :)""","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.866628347040267],0
"Being a CCA//PCW means you carry immense responsibility & very little authority, step into people's lives & make a difference , some Bless you, other's curse you, you see people at their worst & best. you see life end, you see people's capacity for love, courage & endurance, It's CCA//PCW appreciation week. Repost if you are a CCA//PCW, Love a CCA//PCW and// or appreciate a CCA//PCW. Thanks for all you do!!!!!!!!!!!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.893258132224762],0
"is wishing Danny Harvieux, Nic Nix, Sandy Singer, and Toby Erin Collins.....a very happy birthday today....Hope you all have a wonderfully lovely day!!!!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8142930656430575],0
Say you were a serial killer. Go to your profile and look at your friends on the left side. 1st person turns you in: Stefanie Stewart 2nd person knows but doesn't tell anyone: Anastacia Amero 3rd person is your partner in crime: Carol Larramore 4th person is your first victim: Gary MacKenzie 5th person tries to kill you: Nicole Taylor 6th person writes a tell all novel: Lance Lewis,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8757035020716909],0
"is awake, you want bright eyed and bushy tailed.......go catch a freaking squirrel =D","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8309431499014536],0
"Happy 20th Birthday to my eldest son Jason Geauvreau, where did the years go!","[1, 3, 1, 0, 0, 0, 0, 0, 0, 0]",[0.7730530919898382],0
is excited for Saturday. :) It's going to be awesome.,"[1, 1, 1, 1, 1, 1, 5, 5, 1, 0]",[0.6451275925787395],0
"Flirting is kinda like tag. If you run away screaming /your it!/"" and you find yourself running along by yourself","[1, 7, 7, 1, 1, 0, 0, 0, 0, 0]",[0.8295571000540573],0
"Too excited to sleep, and this is a bad thing.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8020520807244905],0
