id,userid,post_count,text,post_time
3594,cd86d1e6d68c3770eaec0db419dceb2f,93,"/We could go to the zoo! Pick up girls at NYU! We could sit in the park smoking pot! Or not There is life outside your apartment./"" - avenue Q is the best""",05/03/2011 22:46
3595,cd86d1e6d68c3770eaec0db419dceb2f,93,i love how black buttler takes place in london but they all speak japanesse,05/03/2011 23:09
3596,cd86d1e6d68c3770eaec0db419dceb2f,93,wants glee karioke for the wii,06/02/2011 03:17
3597,cd86d1e6d68c3770eaec0db419dceb2f,93,only good thing about the super bowl is glee comes on after,06/02/2011 21:03
3598,cd86d1e6d68c3770eaec0db419dceb2f,93,i wach the kick off and will be back for half time! i just don't like football,06/02/2011 23:38
3599,cd86d1e6d68c3770eaec0db419dceb2f,93,has the urge to read dr. suess! over the summer i went to the libary and read them to jacob! i want to read my green eges and hame or the foot book! left foot right foot left foot righ! wet foot dry foot low foot high foot oh how many feet you'll meet!,07/02/2011 02:23
3600,cd86d1e6d68c3770eaec0db419dceb2f,93,"friends are like potatos if you eat them, they DIE~<3",07/02/2011 02:29
3601,cd86d1e6d68c3770eaec0db419dceb2f,93,"STOP! in the name of love, befor your break my heart",07/02/2011 02:32
3602,cd86d1e6d68c3770eaec0db419dceb2f,93,if you don't talk to your cat about cat nip who will?,07/02/2011 02:40
3603,cd86d1e6d68c3770eaec0db419dceb2f,93,night,08/03/2011 04:18
3604,cd86d1e6d68c3770eaec0db419dceb2f,93,trying to teach mom to play epic mickey for the wii..... ya epic failer on her part,09/02/2011 00:11
3605,cd86d1e6d68c3770eaec0db419dceb2f,93,you know your a geek when your skin for your media play is the element table,09/02/2011 16:41
3606,cd86d1e6d68c3770eaec0db419dceb2f,93,watching the new glee and is trying not to scream /no kurt,09/02/2011 17:07
3607,cd86d1e6d68c3770eaec0db419dceb2f,93,yep glee just ruined the song firework for me,09/02/2011 17:47
3608,cd86d1e6d68c3770eaec0db419dceb2f,93,hmm so sleepy,10/03/2011 00:03
3609,cd86d1e6d68c3770eaec0db419dceb2f,93,watching the new glee o.0,10/03/2011 01:43
3610,cd86d1e6d68c3770eaec0db419dceb2f,93,i gave evry one care bear and care bear and care bear cousin names !!!!! hehehehe,10/03/2011 02:20
3611,cd86d1e6d68c3770eaec0db419dceb2f,93,i have to be better by tomorrow! i woke up and could hardly wake today,10/03/2011 14:43
3612,cd86d1e6d68c3770eaec0db419dceb2f,93,is it only me or did anyone else get a letter for who's who american scholars?,11/02/2011 17:28
3613,cd86d1e6d68c3770eaec0db419dceb2f,93,At 3 yrs /Mommy,11/03/2011 00:00
3614,cd86d1e6d68c3770eaec0db419dceb2f,93,ok im ready for tomorrow lets just see how im going to get around all those stairs,11/03/2011 01:49
3615,cd86d1e6d68c3770eaec0db419dceb2f,93,savannahs haveing a sleep over and they are playing truth or dare,13/03/2011 03:20
3616,cd86d1e6d68c3770eaec0db419dceb2f,93,"four main reasons a girl will stop texting back. One - You said something that made her mad Two - You just started to get boring Three - She fell asleep Four - You said the letter /K/""""",14/02/2011 04:13
3617,cd86d1e6d68c3770eaec0db419dceb2f,93,so tired .........................................................,14/03/2011 11:15
3618,cd86d1e6d68c3770eaec0db419dceb2f,93,had an swesome day! last skinny my sucker attacked katelyn then got cut open by my pencil!(blood) at least i know im one of coach hoods favorites lol cause im the odd little ducklings,15/02/2011 21:47
3619,cd86d1e6d68c3770eaec0db419dceb2f,93,i have made up my mind i am geting pokemon white! the point of black is to always battle and the point of white is to catch 'em all! ( pun! ) thats the part that always stuck with me from the orginal theme song! ( now i have it stuck in my head) any one want to make some genorous donations!?!!,15/03/2011 02:02
3620,cd86d1e6d68c3770eaec0db419dceb2f,93,yep glee just ruined a amazing song by my chemical romance!!!,16/02/2011 01:54
3621,cd86d1e6d68c3770eaec0db419dceb2f,93,"/He burns my skin Never mind about the shape I'm in I'll keep you safe tonight yeah/""""",17/02/2011 12:09
3622,cd86d1e6d68c3770eaec0db419dceb2f,93,today was awesome and im so happy the six graders had fun!,17/02/2011 21:42
3623,cd86d1e6d68c3770eaec0db419dceb2f,93,i beat the 8th gym on pokemon soul silver and she wouldn't give me the badge >.<,17/03/2011 01:24
3624,cd86d1e6d68c3770eaec0db419dceb2f,93,wayching tv with bella she is useing me as her pillow,17/03/2011 02:00
3625,cd86d1e6d68c3770eaec0db419dceb2f,93,matthew is pouting cause his friend cant come over! and he only wants to watch icarly,18/03/2011 21:07
3626,cd86d1e6d68c3770eaec0db419dceb2f,93,waiting for momma to pick me up cause megan is spending the night!!!!!,18/03/2011 21:46
3627,cd86d1e6d68c3770eaec0db419dceb2f,93,graaaaa zomg wont load! thank god adriana can't get it to work either cause i wanna play it!!!!!!!!!!!!!?!?!?!?!!!!,19/02/2011 21:04
3628,cd86d1e6d68c3770eaec0db419dceb2f,93,me and Savannah were doing hardcore yoga earlier and my back is hurting!!!!! this one move you layed on your back and then raised you legs behind your head and then lean your shoulders to kick up your legs strait up,21/02/2011 04:21
3629,cd86d1e6d68c3770eaec0db419dceb2f,93,omg it took the pizza man and hour and a half to get here,21/03/2011 02:29
3630,cd86d1e6d68c3770eaec0db419dceb2f,93,oh what happened today? nothing out of the ordinary! oh wait a teacher fell through the auditorium ceiling and was dangling by her feet!,22/02/2011 21:48
3631,cd86d1e6d68c3770eaec0db419dceb2f,93,omg the enternet is sooooo slooooowww,22/02/2011 22:30
3632,cd86d1e6d68c3770eaec0db419dceb2f,93,i got -home and -slept till- now time- for bed- u // u // u // u // u //,22/03/2011 04:36
3633,cd86d1e6d68c3770eaec0db419dceb2f,93,un-manageable hair,22/03/2011 11:46
3634,cd86d1e6d68c3770eaec0db419dceb2f,93,its jacobs b-day,24/02/2011 00:35
3635,cd86d1e6d68c3770eaec0db419dceb2f,93,watching the new glee!!!!,24/02/2011 01:13
3636,cd86d1e6d68c3770eaec0db419dceb2f,93,just got done reagranging my room!!!!! uggg to much engery spent,24/02/2011 02:49
3637,cd86d1e6d68c3770eaec0db419dceb2f,93,i bet i have drank atleast half a gallon of water :0,24/02/2011 02:55
3638,cd86d1e6d68c3770eaec0db419dceb2f,93,knowing me i had music blasting and missed jaco's call! well i think its him cause the voice message isnt very clear lol!,24/02/2011 03:22
3639,cd86d1e6d68c3770eaec0db419dceb2f,93,watching a werid movie at kristi's >.>,24/03/2011 01:13
3640,cd86d1e6d68c3770eaec0db419dceb2f,93,hmmm another school day..... but i have vacation tomorrow!!!!:),24/03/2011 11:26
3641,cd86d1e6d68c3770eaec0db419dceb2f,93,ok every one knew about about a fight that was going to happen so the entire school was there and the teachers came runing scream no every one go away no fight here today. if you are going to fight dont tell every one!!,25/02/2011 21:48
3642,cd86d1e6d68c3770eaec0db419dceb2f,93,leaveing for vacatoin,25/03/2011 14:00
3643,cd86d1e6d68c3770eaec0db419dceb2f,93,hanks so much to my to my friends who got me adicted to feista i hate you!!,26/02/2011 04:31
3644,cd86d1e6d68c3770eaec0db419dceb2f,93,had an awesome week end :),27/02/2011 23:23
3645,cd86d1e6d68c3770eaec0db419dceb2f,93,i has got myselfz a pillow pet <3,28/02/2011 03:55
3646,cd86d1e6d68c3770eaec0db419dceb2f,93,aa road on are bus route colapsed i want to see how long will it take to get fixed. scotssvile..... the clock is ticking,28/02/2011 22:04
3647,cd86d1e6d68c3770eaec0db419dceb2f,93,tomorrow is mario day!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,29/01/2011 23:33
3648,cd86d1e6d68c3770eaec0db419dceb2f,93,being attacked by a bella. i can just hear her coming up behind me for another attack!,30/01/2011 02:06
3649,cea00424ced413c108d878b1a14f3316,33,"/I'm going to bed now./"" *finds something to read* 15 minutes later: /""I'm going to bed NOW./"" *keeps reading* 1hr later: /""I am definitely going to bed now.....right after I see what else this person has written./""""",01/02/2011 05:40
3650,cea00424ced413c108d878b1a14f3316,33,will never completely rid herself of AP Bio. Ever!! Hydrogen bonds!! Properties of water!! A...T...P...! Aaaaahhhhhhh!! *brain implodes*,02/02/2011 15:43
3651,cea00424ced413c108d878b1a14f3316,33,Spent an awesome and eye opening afternoon with one of the loveliest people I know.,04/01/2011 00:31
3652,cea00424ced413c108d878b1a14f3316,33,"First though as I wake up: OMYGOSH, it's cold! Next one: I should turn on the kerosene heater. Mom: We're out of Kerosene but.... Me: *dies inside*",05/01/2011 11:44
3653,cea00424ced413c108d878b1a14f3316,33,Came within inches of hitting a doe. O_O Momma was with me and said she's never seen a deer that close to a car NOT get hit or clipped. Thank God for guardian angels.,07/01/2011 01:58
3654,cea00424ced413c108d878b1a14f3316,33,Since when are students that tinker with the piano in the student center actually able to play without making my ears bleed?? *mind blown*,07/02/2011 15:57
3655,cea00424ced413c108d878b1a14f3316,33,"So technically, tomorrow will be the fourth first day of a semester that I will miss due to circumstances beyond my control. ^_^ Perhaps I should start skipping first days altogether....",10/01/2011 02:21
3656,cea00424ced413c108d878b1a14f3316,33,I had almost forgotten how good it felt simply to put pen to paper and write for no other reason than a release of creativity:),11/01/2011 23:42
3657,cea00424ced413c108d878b1a14f3316,33,I want my textbook!! Like now.,12/01/2011 19:34
3658,cea00424ced413c108d878b1a14f3316,33,Phone is indefinitely out of minutes. Talk to me here if you need me.,15/01/2011 04:22
3659,cea00424ced413c108d878b1a14f3316,33,The phone is still out of commission and will likely be that way through through Friday or Saturday. Just so ya know. Message me here if you desire conversation.,15/12/2010 00:43
3660,cea00424ced413c108d878b1a14f3316,33,Minutes have been replenished!!,17/12/2010 21:13
3661,cea00424ced413c108d878b1a14f3316,33,First real day of class tomorrow!,19/01/2011 03:10
3662,cea00424ced413c108d878b1a14f3316,33,"So I finally got my textbooks, and I feel like it cost an arm, a leg, and a kidney. XP",20/01/2011 20:45
3663,cea00424ced413c108d878b1a14f3316,33,"Okay, all the people that I seriously need to see before spring semester let me know when we can hang out so that I can work around my work schedule. If you want to do something this week, give me a day and I'll let you know if I can.",20/12/2010 18:31
3664,cea00424ced413c108d878b1a14f3316,33,Work work work. I *will* have a good night.,22/01/2011 20:11
3665,cea00424ced413c108d878b1a14f3316,33,"The story I am writing exists, written in absolutely perfect fashion, some place, in the air. All I must do is find it, and copy it. ~Jules Renard",23/01/2011 22:10
3666,cea00424ced413c108d878b1a14f3316,33,Coldplay and coffee:) Good morning.,24/01/2011 11:58
3667,cea00424ced413c108d878b1a14f3316,33,It's been a while since I've been up early enough to see sunrise. Merry Christmas Eve!,24/12/2010 12:58
3668,cea00424ced413c108d878b1a14f3316,33,/Sit down,25/01/2011 04:04
3669,cea00424ced413c108d878b1a14f3316,33,I love how Pandora knows that this is the perfect day for slightly melancholic music.,26/01/2011 14:22
3670,cea00424ced413c108d878b1a14f3316,33,The time to begin writing an article is when you have finished it to your satisfaction. By that time you begin to clearly and logically perceive what it is you really want to say. ~Mark Twain,27/01/2011 03:41
3671,cea00424ced413c108d878b1a14f3316,33,What the heck!? It's only 8:30???!,27/12/2010 01:32
3672,cea00424ced413c108d878b1a14f3316,33,I have come to the conclusion that I live in the Twilight Zone. Memories are disappearing and my sister can read my mind.,28/01/2011 16:35
3673,cea00424ced413c108d878b1a14f3316,33,"OMYGOSH!!! Dad starts his job with the VW supplier NEXT MONDAY MORNING!!!!!!! :DDDDD Thank You, God!!!",28/12/2010 22:20
3674,cea00424ced413c108d878b1a14f3316,33,"Remember my family in your thoughts and prayers, my friends. Thanks, love y'all.",29/01/2011 05:07
3675,cea00424ced413c108d878b1a14f3316,33,Just read an email from one of my professors that I'll have next semester. She sounds exceptionally perky.,29/12/2010 17:09
3676,cea00424ced413c108d878b1a14f3316,33,"Wonder of the World, You've been so wonderful to me, and as long as I can speak, I will say so. Wonder of the world, You're on display for all to see, and for all eternity, I will say so.",30/01/2011 05:02
3677,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Good Morning, & Happy Friday!!!!",01/04/2011 13:07
3678,cfb021cfbff46ffdb75c7dcafe7c2087,91,/All truth passes through three stages: First,02/03/2011 15:10
3679,cfb021cfbff46ffdb75c7dcafe7c2087,91,/Rummaging in our souls,03/03/2011 14:41
3680,cfb021cfbff46ffdb75c7dcafe7c2087,91,/What we think,03/04/2011 15:07
3681,cfb021cfbff46ffdb75c7dcafe7c2087,91,Goodmorning & Happy Friday to all!!!,04/03/2011 12:41
3682,cfb021cfbff46ffdb75c7dcafe7c2087,91,/I have not failed. I've just found 10,04/03/2011 14:10
3683,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Good morning Monday, I think it is going to be a wonderful day! :)",04/04/2011 13:22
3684,cfb021cfbff46ffdb75c7dcafe7c2087,91,/If I had known then what I know now,05/03/2011 12:51
3685,cfb021cfbff46ffdb75c7dcafe7c2087,91,/First they ignore you,06/04/2011 13:44
3686,cfb021cfbff46ffdb75c7dcafe7c2087,91,Good morning people! Happy Thursday!,07/04/2011 13:01
3687,cfb021cfbff46ffdb75c7dcafe7c2087,91,/You don't need a weatherman to know,07/04/2011 13:11
3688,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Good morning everyone, Happy Friday!!!!",08/04/2011 13:02
3689,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Goodnight all, way to much excitement for this girl with the bad boys pulled up outside, lol, anyway been a nice friday! x",09/04/2011 07:57
3690,cfb021cfbff46ffdb75c7dcafe7c2087,91,I ran over a smurf at the dinner table because I'm sexy and I do what I want,09/04/2011 16:10
3691,cfb021cfbff46ffdb75c7dcafe7c2087,91,/Can you see the power emotion has to distort our outlook? Makes you wonder,10/04/2011 14:04
3692,cfb021cfbff46ffdb75c7dcafe7c2087,91,/The mystery of human existence lies not in just staying alive,10/04/2011 17:06
3693,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Anyone have any recommendations for a good wide lens for a D90, i am looking to spend no more than 1000.00 and would like something that is good quality.",11/04/2011 15:46
3694,cfb021cfbff46ffdb75c7dcafe7c2087,91,Being a woman is a terribly difficult task since it consists principally in dealing with men. Joseph Conrad,14/02/2011 18:39
3695,cfb021cfbff46ffdb75c7dcafe7c2087,91,Hope everyone is having a great Valentines Day,14/02/2011 21:16
3696,cfb021cfbff46ffdb75c7dcafe7c2087,91,/If we don't change the direction we are headed,15/02/2011 20:22
3697,cfb021cfbff46ffdb75c7dcafe7c2087,91,"How hard is to took a pizza out of the box, okay that is two in a row burnt!",15/02/2011 21:57
3698,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Wednesday Morning, half way there, have a good day everyone!",16/02/2011 13:37
3699,cfb021cfbff46ffdb75c7dcafe7c2087,91,/Someday,17/02/2011 19:44
3700,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Almost Friday, only like 2 hours and 10 mins to go......",18/02/2011 03:45
3701,cfb021cfbff46ffdb75c7dcafe7c2087,91,/You can owe nothing,18/02/2011 16:35
3702,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Good Morning everyone, have a great day! Friday at last!",18/03/2011 12:45
3703,cfb021cfbff46ffdb75c7dcafe7c2087,91,/I've learned that people will forget what you said,20/03/2011 23:37
3704,cfb021cfbff46ffdb75c7dcafe7c2087,91,"The sun, though it passes through dirty places, yet remains as pure as before. Francis Bacon (1561 - 1626)",21/02/2011 12:44
3705,cfb021cfbff46ffdb75c7dcafe7c2087,91,/So we liked to speak our minds,23/02/2011 13:39
3706,cfb021cfbff46ffdb75c7dcafe7c2087,91,"â”œÃ©Î“Ã‡Â£Smile and others will smile back. Smile to show how transparent, how candid you are. Smile if you have nothing to say. Most of all, do not hide the fact you have nothing to say nor your total indifference to others. Let this emptiness, this profound indifference shine out spontaneously in your smile.â”œÃ©Î“Ã‡Ã˜ Jean Baudrillard",24/02/2011 03:05
3707,cfb021cfbff46ffdb75c7dcafe7c2087,91,/Today you are You,26/02/2011 17:45
3708,cfb021cfbff46ffdb75c7dcafe7c2087,91,/Life is short,27/02/2011 03:42
3709,cfb021cfbff46ffdb75c7dcafe7c2087,91,"Sunday is going to be good! Went to tims to buy a coffee, bought a coffee, and a tin of coffee, I think it is going to be the most wonderful day :)",27/02/2011 15:29
3710,cfb021cfbff46ffdb75c7dcafe7c2087,91,/The truth will set you free,31/03/2011 14:37
3711,d5380466e18422d7b2c2d54d57cbbde2,34,First season of Grey's Anatomy. Oh. Yes.,03/01/2011 10:40
3712,d5380466e18422d7b2c2d54d57cbbde2,34,Go to sleep Nancy. Go. To. Sleep!,03/01/2011 17:09
3713,d5380466e18422d7b2c2d54d57cbbde2,34,Motorbike or scooter??,06/01/2011 05:12
3714,d5380466e18422d7b2c2d54d57cbbde2,34,"For some bizarre reason i cannot fathom, I have had a Soulja Boy song stuck in my head aaaaaaalll daaaaaayyy loooong... /now watch me",07/02/2011 05:45
3715,d5380466e18422d7b2c2d54d57cbbde2,34,"I attended the most amazing, joyful, beautiful wedding today. A huge congrats to Mr. and Mrs. Pete and Lisa Vogel!",08/01/2011 06:13
3716,d5380466e18422d7b2c2d54d57cbbde2,34,"Today's the day, the sun is shining, the sky is clear, and I'm going to Uni!!!!!! :D",09/02/2011 21:01
3717,d5380466e18422d7b2c2d54d57cbbde2,34,Excellent news: I found the library.,09/02/2011 22:41
3718,d5380466e18422d7b2c2d54d57cbbde2,34,Getting my geek on watching Star Wars...,10/01/2011 08:56
3719,d5380466e18422d7b2c2d54d57cbbde2,34,One of those days... :@,12/01/2011 10:11
3720,d5380466e18422d7b2c2d54d57cbbde2,34,Iiiiiiinsomniaaaaaaaa.....,12/02/2011 17:13
3721,d5380466e18422d7b2c2d54d57cbbde2,34,Um... Katy Perry... What was that???,14/02/2011 03:01
3722,d5380466e18422d7b2c2d54d57cbbde2,34,"Just gonna stan there and watch me roar, but that's alright because I am a dinosaur...",14/02/2011 03:15
3723,d5380466e18422d7b2c2d54d57cbbde2,34,Tutorial Registration: done. I now have a timetable. :) its getting nearer and nearer... :D,15/02/2011 22:47
3724,d5380466e18422d7b2c2d54d57cbbde2,34,That awkward moment when all the evils and wrongs in the world are your fault because you're the one holding the map in the passenger's seat of the car. Speaking of which... Anyone know the way to the airport??,19/01/2011 00:15
3725,d5380466e18422d7b2c2d54d57cbbde2,34,*Oprah giveaway voice* I got an OFFEEEEEEEEEEEEEEEEEERR!!!!! And YOU get an offer! And YOU get an offer! And YOU and YOU and YOU get an offer!!! You ALL get to take home an OFFER! *crowd goes psycho crazy wild*,20/01/2011 06:19
3726,d5380466e18422d7b2c2d54d57cbbde2,34,Just got back from camping. :],23/12/2010 01:09
3727,d5380466e18422d7b2c2d54d57cbbde2,34,Joyeux Noâ”œÃ¢â”¬Â½l <3,24/12/2010 03:17
3728,d5380466e18422d7b2c2d54d57cbbde2,34,My dog is totally in a turkey coma!!! He loved the stuffing more than the actual turkey... Oh how I love my Guapo!!!,24/12/2010 11:52
3729,d5380466e18422d7b2c2d54d57cbbde2,34,Happy Austraaaaaaaaliaaaaaa daaaaaaaaaaaaaaay!!!! And congrats to our fish. The fish stork brought 18 baby fish this week.... O__o,25/01/2011 23:59
3730,d5380466e18422d7b2c2d54d57cbbde2,34,Xbox kinect... Pretty awesome... Merry Christmas! :),25/12/2010 02:36
3731,d5380466e18422d7b2c2d54d57cbbde2,34,Just realised Brooke Fraser's concert is on Sunday!! How fast did that time go by!!! totally pumped to take Pahola Janira Zepeda to her very first concert!!!! :),27/01/2011 05:30
3732,d5380466e18422d7b2c2d54d57cbbde2,34,"Belligerent ureters. Sounds like a band name, but they are keeping me awake with their revenge for having had too much caffeine yesterday. And that's ureters not uterus.",27/01/2011 16:13
3733,d5380466e18422d7b2c2d54d57cbbde2,34,This year has gone by too soon. Here's to an epic 2011. Happy new year everyone!! :),31/12/2010 11:58
3734,db7f1b0130b2138e13b7bbca9cc63823,50,Would you be my valentine?,02/02/2011 09:10
3735,db7f1b0130b2138e13b7bbca9cc63823,50,????????????? ????????????.,02/02/2011 17:04
3736,db7f1b0130b2138e13b7bbca9cc63823,50,Happiness is not a destiny instead it is a choice.,04/03/2011 11:28
3737,db7f1b0130b2138e13b7bbca9cc63823,50,Well I don't think we have enought fate to continue. We have a little fate but it's just not enought.,05/02/2011 13:41
3738,db7f1b0130b2138e13b7bbca9cc63823,50,I am making sorbet who want to join me?,05/03/2011 13:25
3739,db7f1b0130b2138e13b7bbca9cc63823,50,"We should never assume that somebody loves us by only seeing their sweetness. Sometimes we should in the fact that some people are just /FLIRTS/"".""",06/02/2011 05:50
3740,db7f1b0130b2138e13b7bbca9cc63823,50,???????? ??????,06/03/2011 10:28
3741,db7f1b0130b2138e13b7bbca9cc63823,50,???????????????????????? ????????????????????????? ????????????????????? ??????????.,08/02/2011 14:00
3742,db7f1b0130b2138e13b7bbca9cc63823,50,Thank you too all that wish me happy birthday. :D I really appreciate it. <3,09/03/2011 12:40
3743,db7f1b0130b2138e13b7bbca9cc63823,50,"The longer he looks into your eyes the more he is interested in you. If he can't look into your eyes long enough, there is a good chance that he wants to conquer you. After that he would leave you.",10/02/2011 13:14
3744,db7f1b0130b2138e13b7bbca9cc63823,50,"You have changed, To a complete stranger.",11/03/2011 14:38
3745,db7f1b0130b2138e13b7bbca9cc63823,50,I am going KEY-razy,12/02/2011 12:40
3746,db7f1b0130b2138e13b7bbca9cc63823,50,you can't do extraordinary things in the world if you are spending your time criticizing others because they don't look or behave the way you think they should,12/02/2011 13:40
3747,db7f1b0130b2138e13b7bbca9cc63823,50,I don't feel the way it used to be.,14/02/2011 13:51
3748,db7f1b0130b2138e13b7bbca9cc63823,50,I just want to be Happy is that wrong?,15/02/2011 08:30
3749,db7f1b0130b2138e13b7bbca9cc63823,50,It is easier to be brave from a safe distance.,17/01/2011 13:44
3750,db7f1b0130b2138e13b7bbca9cc63823,50,If you don't like me just say. Just don't be such a hypocrite.,17/02/2011 07:59
3751,db7f1b0130b2138e13b7bbca9cc63823,50,We both come in a package. Like A Set meal.,19/02/2011 14:11
3752,db7f1b0130b2138e13b7bbca9cc63823,50,"Why I like sleeping. Well it's because it allows me to, Forget everything for a little well.",21/01/2011 08:37
3753,db7f1b0130b2138e13b7bbca9cc63823,50,"I enjoy serenity. At the park. While you are seating there, Swinging, letting the wind blow pass you As you think. As you dream. As you smile.",22/01/2011 13:17
3754,db7f1b0130b2138e13b7bbca9cc63823,50,090396 <3,22/02/2011 11:19
3755,db7f1b0130b2138e13b7bbca9cc63823,50,you're not my weakness anymore.,24/02/2011 10:32
3756,db7f1b0130b2138e13b7bbca9cc63823,50,/I was,25/02/2011 07:10
3757,db7f1b0130b2138e13b7bbca9cc63823,50,If Laughing Increases your Lifespan then I am IMMORTAL,25/02/2011 10:31
3758,db7f1b0130b2138e13b7bbca9cc63823,50,"We are young, we run? free, stay up late, we don't sleep. Got our friends, got the night... We'll be alright :)",26/01/2011 12:04
3759,db7f1b0130b2138e13b7bbca9cc63823,50,Today I had a great time with Kai Theng remising our childhood. (Y),27/02/2011 06:47
3760,db7f1b0130b2138e13b7bbca9cc63823,50,Thanks for the Memories.,27/02/2011 13:00
3761,db7f1b0130b2138e13b7bbca9cc63823,50,"Keep holding on, cause you know we'll make it through, just stay strong cause you know I'm here for you. There's nothing you can say, nothing you can do. So just keep holding on <3",29/01/2011 10:36
3762,db7f1b0130b2138e13b7bbca9cc63823,50,Be patient and tough,someday this pain would be useful to you. -Ovia
3763,dcbe08425f5edef5e5c1053f21e83640,31,"Wish these clouds would thin out, the sun is hiding behind them",02/07/2011 14:09
3764,dcbe08425f5edef5e5c1053f21e83640,31,Can finally hear myself think........Man I LOVE bedtime :),03/07/2011 00:34
3765,dcbe08425f5edef5e5c1053f21e83640,31,"is awake.....You want bright eyed and bushy tailed, go catch a freaking squirrel!!!!!!!!!!!!",03/08/2011 13:04
3766,dcbe08425f5edef5e5c1053f21e83640,31,"Nickolas(wearing green shorts, blue t-shirt, and Thomas slippers) Do I look sexy, Luc? Lucas....rolls his eyes lol you never know whats gonna come out of his mouth next ;-}",04/08/2011 12:37
3767,dcbe08425f5edef5e5c1053f21e83640,31,"OK I'VE HAD ENOUGH...This Is The Real Truth & Nothing But The Truth! On December 25th, 2013, FB will start charging You for your account, EXCEPT: If you get naked, stand on your dining room table & do the Macarena while singing ''I Will Survive./ Then & only then will Mark Zuckerberg come down your chimney to tell you that your account will STAY FREE! Paste this to your Walls or you will be turned into a Goblin!""",05/07/2011 18:03
3768,dcbe08425f5edef5e5c1053f21e83640,31,"We are asking everyone to say a prayer for the US /Navy Seals/"" team",07/08/2011 22:54
3769,dcbe08425f5edef5e5c1053f21e83640,31,"Click /like/"" if i have ever made you smile :) . Then put this as your status and see how many people you've made smile :)""",08/08/2011 16:15
3770,dcbe08425f5edef5e5c1053f21e83640,31,"???????????????????? Today is crazy peoples day! If you know someone who is crazy, or if you're a bit crazy yourself, put this in your status and be happy that you're not like everyone else!!! :) ? ???????????????????? ;-P~~~~~~~",09/07/2011 12:21
3771,dcbe08425f5edef5e5c1053f21e83640,31,"Being a CCA//PCW means you carry immense responsibility & very little authority, step into people's lives & make a difference , some Bless you, other's curse you, you see people at their worst & best. you see life end, you see people's capacity for love, courage & endurance, It's CCA//PCW appreciation week. Repost if you are a CCA//PCW, Love a CCA//PCW and// or appreciate a CCA//PCW. Thanks for all you do!!!!!!!!!!!!!!",09/08/2011 14:21
3772,dcbe08425f5edef5e5c1053f21e83640,31,"is wishing Danny Harvieux, Nic Nix, Sandy Singer, and Toby Erin Collins.....a very happy birthday today....Hope you all have a wonderfully lovely day!!!!",11/08/2011 12:39
3773,dcbe08425f5edef5e5c1053f21e83640,31,"Some of what my Mom taught me: Religion - /You better pray that comes out of the carpet/"" Logic - /""Because I said so",12/08/2011 16:59
3774,dcbe08425f5edef5e5c1053f21e83640,31,"wishing Anthony Modanese, Christine Murphy Moore, Jai Singh.....A very happy birthday!!!! Hope you all have a wonderfully lovely day!! =)",12/08/2011 17:23
3775,dcbe08425f5edef5e5c1053f21e83640,31,Other things my mother taught me: 1. My mother taught me TO APPRECIATE A JOB WELL DONE. /If you're going to kill each other,12/08/2011 20:55
3776,dcbe08425f5edef5e5c1053f21e83640,31,Say you were a serial killer. Go to your profile and look at your friends on the left side. 1st person turns you in: Stefanie Stewart 2nd person knows but doesn't tell anyone: Anastacia Amero 3rd person is your partner in crime: Carol Larramore 4th person is your first victim: Gary MacKenzie 5th person tries to kill you: Nicole Taylor 6th person writes a tell all novel: Lance Lewis,12/08/2011 22:37
3777,dcbe08425f5edef5e5c1053f21e83640,31,"***KEEP IT GOING*** Dear World: Not all British Columbians, or Canadians act in the manner you maybe witnessing on your news. 99.99% of Canadians are truly embarrassed by the actions of so very few. Most of us realize it was just a game; a really, really, big important game, but nonetheless a game! Please accept our apologies ..",17/06/2011 23:20
3778,dcbe08425f5edef5e5c1053f21e83640,31,"For friendship, I ask my FaceBook contacts to kindly share this status for 1 hour. To support all those who have health problems, who are struggling. For just one hour. Do it for all of us, unfortunately no one is immune. I hope to see this on the wall of all my friends! JUST FOR MORAL SUPPORT",19/06/2011 18:57
3779,dcbe08425f5edef5e5c1053f21e83640,31,"is awake, you want bright eyed and bushy tailed.......go catch a freaking squirrel =D",25/07/2011 11:58
3780,dcbe08425f5edef5e5c1053f21e83640,31,? Single. ? Taken. ? Mentally dating a celebrity who doesnâ”œÃ©Î“Ã‡Ã–t even know of my existence.,28/06/2011 13:05
3781,dcbe08425f5edef5e5c1053f21e83640,31,Last day of school.....summer vacation officially starts @10:30 am after the bus drops them off........wishing for September starts @ the end of the week :),30/06/2011 12:02
3782,dcbe08425f5edef5e5c1053f21e83640,31,"Happy 20th Birthday to my eldest son Jason Geauvreau, where did the years go!",31/07/2011 11:03
3783,e076953cd3fcf8927b8f21574c0890f3,41,is excited for Saturday. :) It's going to be awesome.,01/04/2011 05:40
3784,e076953cd3fcf8927b8f21574c0890f3,41,"Flirting is kinda like tag. If you run away screaming /your it!/"" and you find yourself running along by yourself",02/03/2011 05:20
