,userid,text,id,negative_ny,time,time_diff
711,2a9b90b41e9399bb331fef2582f657c3,Having friends over encourages me to clean my room and cook for them... .____.,1441,2,2011-01-18,51
708,2a9b90b41e9399bb331fef2582f657c3,Man. I'll never get Pride and Prejudice.,1438,1,2011-01-18,51
709,2a9b90b41e9399bb331fef2582f657c3,"I want to vandalize the school and write /BURN AND DIE/"" all over it.""",1439,1,2011-01-18,51
710,2a9b90b41e9399bb331fef2582f657c3,... I lost the list of vocabulary for Visconti... Can someone give me the list we're being tested on?,1440,1,2011-01-18,51
706,2a9b90b41e9399bb331fef2582f657c3,HOLY MOTHER F***. Bell pepper seeds are spicy as hell! No wonder people take them out.,437,1,2011-01-19,50
704,2a9b90b41e9399bb331fef2582f657c3,Pride and Prejudice made me fall asleep on my chair.,1445,1,2011-01-20,49
705,2a9b90b41e9399bb331fef2582f657c3,Mannnn..... What were the vocab words for Bio? Son of a b****.,438,1,2011-01-20,49
699,2a9b90b41e9399bb331fef2582f657c3,"People of Visconti's class, do any of you guys understand what the hell is going on in Pride and Prejudice chapters 13-15? I can't even write the Bloom's Taxonomy for it.",1448,4,2011-01-21,48
700,2a9b90b41e9399bb331fef2582f657c3,Sparknotes is love. <3,1449,2,2011-01-21,48
701,2a9b90b41e9399bb331fef2582f657c3,Sparknotes saved my ass.,1450,2,2011-01-21,48
702,2a9b90b41e9399bb331fef2582f657c3,Son of a... They keep eating all the munchies!! I seriously need a locked mini fridge in my room. I already have the cookies.,439,1,2011-01-21,48
703,2a9b90b41e9399bb331fef2582f657c3,I have a geography test for Spanish... Wth? .______.,440,1,2011-01-21,48
696,2a9b90b41e9399bb331fef2582f657c3,I want to name my next pet Tofu. x],1453,2,2011-01-22,47
697,2a9b90b41e9399bb331fef2582f657c3,Who's at or going to Ontario Mills today? Let's meet up. :D,1454,2,2011-01-22,47
698,2a9b90b41e9399bb331fef2582f657c3,Have to wake up at 4 tomorrow. *o* Stupid time changes!! Why so early?!,441,1,2011-01-22,47
689,2a9b90b41e9399bb331fef2582f657c3,I was liking the weekend... Until I realized there is school tomorrow... Son of a...,4126,3,2011-01-23,46
692,2a9b90b41e9399bb331fef2582f657c3,FINISHED MY HOMEWORK!!,1461,2,2011-01-23,46
690,2a9b90b41e9399bb331fef2582f657c3,Jackasses.,1459,1,2011-01-23,46
691,2a9b90b41e9399bb331fef2582f657c3,Bored as hell. I should have just stayed at Ontario Mills all day today.,1460,1,2011-01-23,46
693,2a9b90b41e9399bb331fef2582f657c3,"So bored. Some chat, text, or call me. .___.",18,1,2011-01-23,46
694,2a9b90b41e9399bb331fef2582f657c3,... Where the hell is everyone?,19,1,2011-01-23,46
695,2a9b90b41e9399bb331fef2582f657c3,"I'm either going to live life, or die trying.",445,1,2011-01-23,46
685,2a9b90b41e9399bb331fef2582f657c3,Did we have any other homework?,1463,4,2011-01-24,45
686,2a9b90b41e9399bb331fef2582f657c3,Gonna go play tennis... Who wants to watch me fail? x],1464,2,2011-01-24,45
687,2a9b90b41e9399bb331fef2582f657c3,I ate: 2 mini tacos and one big ass burritos from King Taco. Time for the chocolate cupcake from Suite 106 Cupcakes.,1465,2,2011-01-24,45
688,2a9b90b41e9399bb331fef2582f657c3,"Mannn... I just hope I did all my homework or I'm screwed. I know that I didn't completely finish the study guide for biology, but I'll just copy some of those answers.",93,1,2011-01-24,45
680,2a9b90b41e9399bb331fef2582f657c3,Last episode of The Next Greak Baker tonight at 9. Dana better win! :),1467,2,2011-01-25,44
681,2a9b90b41e9399bb331fef2582f657c3,"Sketchbook 3, done. Hello, Number 4. I love the feeling of finishing a sketchbook and starting a new one. <3",1468,2,2011-01-25,44
682,2a9b90b41e9399bb331fef2582f657c3,"OH EFF YEAH!!! DANA WON!!! HA. IN YOUR COCKY ASS FACES COREANA, MEGAN!! Man, if I bet a million dollars that he won, I would have been rich. ._____.",1469,2,2011-01-25,44
683,2a9b90b41e9399bb331fef2582f657c3,I'm so bored.... Pah. I don't want to study for biology.,20,1,2011-01-25,44
684,2a9b90b41e9399bb331fef2582f657c3,"Dammit. Dana better win Then Next Great Baker or I'll be pissed. Coreana, go to hell. Megan... I don't hate you as much.",446,1,2011-01-25,44
677,2a9b90b41e9399bb331fef2582f657c3,I'm finally going to the Rancho library tomorrow for the first time in 2 years... Hope my card is still valid. x] Who wants to go with me after school? Anyone from Visconti? Mainly for that friggn' research paper we have to do. -______-,1475,4,2011-01-26,43
678,2a9b90b41e9399bb331fef2582f657c3,At the library.,1476,4,2011-01-26,43
674,2a9b90b41e9399bb331fef2582f657c3,Researching for English. Doing colleges. It made me wonder what I should major in... -History -Astrophysics -Art-Illustration -Earth Science -Archaeology So many!! >.<,1472,3,2011-01-26,43
675,2a9b90b41e9399bb331fef2582f657c3,"Daniel Cho, the poke war is ONNNNN!!!!",1473,2,2011-01-26,43
673,2a9b90b41e9399bb331fef2582f657c3,"Die, Tetris. DIEEEEEEE.",1471,1,2011-01-26,43
676,2a9b90b41e9399bb331fef2582f657c3,"Woah... For Berkely's in state tuition is about $10,000. Out of state, 33,000... Glad to be living in Cali.",1474,1,2011-01-26,43
679,2a9b90b41e9399bb331fef2582f657c3,I don't want to do the research for English. >.< And screw Pride and Prejudice!,448,1,2011-01-26,43
670,2a9b90b41e9399bb331fef2582f657c3,I wonder what happened to /I know you are,1479,4,2011-01-27,42
671,2a9b90b41e9399bb331fef2582f657c3,"Son of a... It took me forever to find the right book, copy things down, and check out a non-reference book.",449,1,2011-01-27,42
672,2a9b90b41e9399bb331fef2582f657c3,F*cking tired.,450,1,2011-01-27,42
668,2a9b90b41e9399bb331fef2582f657c3,"Ahahaha.... Kill Joy... Right, Joy Seohyun Jeon? Remember? x]",1480,2,2011-01-28,41
669,2a9b90b41e9399bb331fef2582f657c3,Well... I'm screwed. Nice knowing all of you.,451,1,2011-01-28,41
663,2a9b90b41e9399bb331fef2582f657c3,Tutoring... Helppp! Text meh!!,1483,4,2011-01-29,40
664,2a9b90b41e9399bb331fef2582f657c3,Nanka... Sabishidesu.,1484,1,2011-01-29,40
665,2a9b90b41e9399bb331fef2582f657c3,Two things are infinite: The universe and human stupidity... Not so sure about the universe.,1485,1,2011-01-29,40
666,2a9b90b41e9399bb331fef2582f657c3,My relatives are friggn' retarded.,286,1,2011-01-29,40
667,2a9b90b41e9399bb331fef2582f657c3,How annoying.,453,1,2011-01-29,40
660,2a9b90b41e9399bb331fef2582f657c3,"/OM friggin' friggn' G/"" -Greggy from The Next Great Baker... xD""",1486,2,2011-01-30,39
661,2a9b90b41e9399bb331fef2582f657c3,LA was boring as Ffffffffffffffffff. But got an awesome present for Shayla. x],21,1,2011-01-30,39
662,2a9b90b41e9399bb331fef2582f657c3,One thing I hate about LA: So many friggn' fobs.,454,1,2011-01-30,39
656,2a9b90b41e9399bb331fef2582f657c3,... What else did we have to do for homework...?,1488,4,2011-01-31,38
655,2a9b90b41e9399bb331fef2582f657c3,Came back from Shayla's birthday. Ah~ So fun~,1487,2,2011-01-31,38
657,2a9b90b41e9399bb331fef2582f657c3,Time to finish that other half of the cupcake from this morning. x],1489,2,2011-01-31,38
658,2a9b90b41e9399bb331fef2582f657c3,PHOTOS UPLOADED. Damn. I wish Shayla had an FB so I could tag her in her own party pics. -___-|||,1490,1,2011-01-31,38
659,2a9b90b41e9399bb331fef2582f657c3,So cold. What happened to the warm weather? ==,1491,1,2011-01-31,38
650,2a9b90b41e9399bb331fef2582f657c3,"AHAHAHA. Who in the hell teaches their several month old kid /Baby Got Back/""!? Stupid Rachael and Ross. x]""",1361,2,2011-02-01,37
652,2a9b90b41e9399bb331fef2582f657c3,"Oh, What the f... Chris Promprasert Young-Kim dongsaeng, when did you spam my profile. xD",1363,2,2011-02-01,37
651,2a9b90b41e9399bb331fef2582f657c3,SON OF A- WTH IS UP WITH ALL THE FEBRUARY BIRTHDAYS!? IT'S GOING TO BE AS BAD AS THE OCTOBER BIRTHDAYS.,1362,1,2011-02-01,37
653,2a9b90b41e9399bb331fef2582f657c3,Friggn' Bio. The other thing I had to find that was vestigial was something called a plica semilunaris. WTF? Like anyone knows what the hell that is.,399,1,2011-02-01,37
654,2a9b90b41e9399bb331fef2582f657c3,Why does it seem like Mr.Morales assigns a Sh*t load of homework whenever we have a sub? -_____________-|||,400,1,2011-02-01,37
646,2a9b90b41e9399bb331fef2582f657c3,"We only do chapter 24 or Pride and Prejudice, right, people of Visconti?",1364,4,2011-02-02,36
648,2a9b90b41e9399bb331fef2582f657c3,... Is it raining or is it just very windy here...?,1366,4,2011-02-02,36
647,2a9b90b41e9399bb331fef2582f657c3,"If I'm not going to the hair salon soon, then might as well cut my bangs myself... But I'm too scared to even attempt it. xD Oh well. Maybe I'll end up having that very short hair I wanted after all. x]",1365,2,2011-02-02,36
649,2a9b90b41e9399bb331fef2582f657c3,"Oh, my god. Mr.Morales ruined Fresh Prince for me... TT.TT",402,1,2011-02-02,36
644,2a9b90b41e9399bb331fef2582f657c3,Well... My printer doesn't work. *gets paper and pen*,1367,2,2011-02-03,35
645,2a9b90b41e9399bb331fef2582f657c3,Ffffffffffffffff................. I'm seriously going to bang my head against my desk right now. Stupid Isearch notes.,405,1,2011-02-03,35
638,2a9b90b41e9399bb331fef2582f657c3,Do we have to write the Works cited page separately on printed paper or can we just write it on the I-search note page Visconti gave us?,1371,4,2011-02-04,34
640,2a9b90b41e9399bb331fef2582f657c3,Well... Imma sleep early for one this week. Night people!,1373,4,2011-02-04,34
639,2a9b90b41e9399bb331fef2582f657c3,"Troll face. Like it, people who hate trollers. x]",1372,2,2011-02-04,34
641,2a9b90b41e9399bb331fef2582f657c3,"Didn't do any other homework, too busy with English. Oh well. Its all not due until Monday anyways.",1492,1,2011-02-04,34
642,2a9b90b41e9399bb331fef2582f657c3,What. The. Hell. Is. Up. With. Dream. High? First. Secret. Garden. And. Now. THAT!?,406,1,2011-02-04,34
643,2a9b90b41e9399bb331fef2582f657c3,Awww. SC! memories. Damn you Jenn Eunjung Choi and Ingrid Ch for making me get into it. TT.TT,407,1,2011-02-04,34
636,2a9b90b41e9399bb331fef2582f657c3,"I signed up for 3 different classes in 3 different class rooms for the Art Center and all the classes are right next to each other. == In a way, I guess that's convenient... I don't have to run around looking for my new class.",1374,2,2011-02-05,33
637,2a9b90b41e9399bb331fef2582f657c3,Imma take a nap. I friggn' slept at 3AM last night and had to wake up at 7:30AM.,409,1,2011-02-05,33
632,2a9b90b41e9399bb331fef2582f657c3,HAHAHA. I'm starting my homework now... After I procrastinate. :),1378,2,2011-02-06,32
633,2a9b90b41e9399bb331fef2582f657c3,Man... Is it worth it to get out of the warm bed and grab something to munch on?,1379,2,2011-02-06,32
634,2a9b90b41e9399bb331fef2582f657c3,I feel like a b*tch for not wanting to go tomorrow... Wondering if it's worth it.,413,1,2011-02-06,32
635,2a9b90b41e9399bb331fef2582f657c3,Man... Hard-core fans are total stalkers. Hate them. :),414,1,2011-02-06,32
628,2a9b90b41e9399bb331fef2582f657c3,What kind of questions do we have to create for Blooms Taxonomy again?,1384,4,2011-02-07,31
629,2a9b90b41e9399bb331fef2582f657c3,"Omg! I want a cat so bad!! I'm going to get a white cat, dye it blue and name him Ikuto. Then I'll hide him in my room and hope it turns into the real Ikuto. <3",1385,2,2011-02-07,31
630,2a9b90b41e9399bb331fef2582f657c3,"Awkward... Should have stayed home today. Still have sh*t loads of homework, too. ==",416,1,2011-02-07,31
631,2a9b90b41e9399bb331fef2582f657c3,I did NOT even start on that damn webquest. Shall hurry my ass off to finish it... NOW.,417,1,2011-02-07,31
624,2a9b90b41e9399bb331fef2582f657c3,Cake Boss at 9 and Pawn Stars at 10. :),1390,2,2011-02-08,30
626,2a9b90b41e9399bb331fef2582f657c3,Oh yeah... I GOT MY PURPLE HAIR BACK. XDDD Maybe light blue tomorrow. :) Nahhh... Jk. No more. I want to actually dye it for once.,1392,2,2011-02-08,30
625,2a9b90b41e9399bb331fef2582f657c3,"I thought I ended the poke war, Daniel Cho. -__________- It's back on!!",1391,1,2011-02-08,30
627,2a9b90b41e9399bb331fef2582f657c3,"Why does the bathroom smell like ramen...? o___e||| I think either the smells of the kitchen wafted over there, or someone ate ramen earlier and sh*tted it out. EWWW...",418,1,2011-02-08,30
622,2a9b90b41e9399bb331fef2582f657c3,"Today, blue hair. XD I swear. After today, I'm done with painting my hair.",1398,2,2011-02-09,29
623,2a9b90b41e9399bb331fef2582f657c3,"I think I'm sick... THANK YOU Nancy Tec, Megan Sun, Maggie Elyse Gusman, AND EVERYONE ELSE WHO WAS SICK.",421,1,2011-02-09,29
620,2a9b90b41e9399bb331fef2582f657c3,"Jackie Gamez, I CHALLENGE YOU TO A VALENTINE'S DAY CUPCAKE WARS. *Points fingers*",1403,2,2011-02-10,28
621,2a9b90b41e9399bb331fef2582f657c3,Deviantart is SLOWWWWWWWWWW.,425,1,2011-02-10,28
617,2a9b90b41e9399bb331fef2582f657c3,Good news~ May fix my computer tomorrow. :),1406,2,2011-02-11,27
618,2a9b90b41e9399bb331fef2582f657c3,Crappppp... I'm so bored.,13,1,2011-02-11,27
619,2a9b90b41e9399bb331fef2582f657c3,"Computer is f*cked up. Using my dad's. After this, I don't think I'll be on fo a while...",426,1,2011-02-11,27
612,2a9b90b41e9399bb331fef2582f657c3,YEAHHHHH. COMPUTER IS FIXEEDDD.,1409,2,2011-02-12,26
613,2a9b90b41e9399bb331fef2582f657c3,Stewie is a masochist? o.o,1410,2,2011-02-12,26
614,2a9b90b41e9399bb331fef2582f657c3,I swear my nephews come over EVERY week.,1411,1,2011-02-12,26
615,2a9b90b41e9399bb331fef2582f657c3,.... Mannn.... There's NOTHING to do online... Maybe I should have sign up for the Date Auction... So boreddddd....,14,1,2011-02-12,26
616,2a9b90b41e9399bb331fef2582f657c3,I think I'm going to kill myself by accidentaly swallowing the oil paint solevent... I am officially afraid of oil painting.,86,1,2011-02-12,26
611,2a9b90b41e9399bb331fef2582f657c3,Need to get a portfolio.,1417,4,2011-02-13,25
610,2a9b90b41e9399bb331fef2582f657c3,I was singing along to Rima's character song... While tearing shirts.... xD,1416,2,2011-02-13,25
608,2a9b90b41e9399bb331fef2582f657c3,Who wants to help me carry these damn cupcakes to school? I made wayy to many and I have to take ALL of them... Maybe I'll just sell the extra to strangers..,1422,1,2011-02-14,24
609,2a9b90b41e9399bb331fef2582f657c3,Ahhhh shit. Did we have to read for bio? I'm screwed...,92,1,2011-02-14,24
606,2a9b90b41e9399bb331fef2582f657c3,"Happy Valentine's day everyone!! Nice to know that people liked my cupcakes... And kept mobbing on them. -_____-||| Jacke, our Cupcake War is a tie. I'll definitely win our next War!! So watch out!! >:)",1428,2,2011-02-15,23
607,2a9b90b41e9399bb331fef2582f657c3,Just woke up from my nap... I had a dream that North Korea was bombing us and World War 3 had started. It was so scary and realistic... We were all at Los Osos and the vice principal was saying that thebwar had started and the world was going to end... That's it!! No more eating right before sleeping!!,430,1,2011-02-15,23
603,2a9b90b41e9399bb331fef2582f657c3,"If books can't help you, then Sparknotes can! :D",1430,2,2011-02-16,22
604,2a9b90b41e9399bb331fef2582f657c3,Home alone now~ So happy~ Haven't been home alone for a while.,1431,2,2011-02-16,22
602,2a9b90b41e9399bb331fef2582f657c3,I miss Mozilla Firefox... I HATE Internet Explorer. >:T,1429,1,2011-02-16,22
605,2a9b90b41e9399bb331fef2582f657c3,"I don't get my geometry homework... I did most of the problems, but some are like, /Wtf is this sh*t!?/""""",432,1,2011-02-16,22
597,2a9b90b41e9399bb331fef2582f657c3,Why can't there be a punching bag in the weight room? =w=,1435,2,2011-02-17,21
598,2a9b90b41e9399bb331fef2582f657c3,"Randomly scrolling around yahoo answers. Saw this one question saying: /I'm very high right now. What should I do? Additional details: On weed/"" One of the answers: /""Make wings out of cardboard",1436,2,2011-02-17,21
599,2a9b90b41e9399bb331fef2582f657c3,Damn. Parents ae home. Why does my peace and quiet have to go away like that!?,433,1,2011-02-17,21
600,2a9b90b41e9399bb331fef2582f657c3,Dammit! My Spanish teacher keeps 'effing up my grades!!! No wonder I have an A- in that boring-ass class!,434,1,2011-02-17,21
601,2a9b90b41e9399bb331fef2582f657c3,Why do Korean people have this completely (ugly) different drawing style...?,435,1,2011-02-17,21
596,2a9b90b41e9399bb331fef2582f657c3,"Oh.... So NOW it starts raining. -_-||| If it rained around 2nd period, then I wouldn't have had to run.",436,1,2011-02-18,20
593,2a9b90b41e9399bb331fef2582f657c3,YEAH BABY!!! MOZILLA FIREFOX IS BACK IN MY COMPUTER!!,1442,2,2011-02-19,19
594,2a9b90b41e9399bb331fef2582f657c3,"So many things to do, so many places to go, so many ideas to try, yet so little time and only one of me.",1443,2,2011-02-19,19
595,2a9b90b41e9399bb331fef2582f657c3,"/Jaws on steroids./"" xD""",1444,2,2011-02-19,19
590,2a9b90b41e9399bb331fef2582f657c3,Snow... I need to go snowboarding again!!! Even if it means that I have to hitch-hike there. TT.TT,4125,3,2011-02-20,18
591,2a9b90b41e9399bb331fef2582f657c3,Today's painting looks like an alien...,1446,1,2011-02-20,18
592,2a9b90b41e9399bb331fef2582f657c3,Snow... In my old hometown... I wish I didn't move to Rancho now...,1447,1,2011-02-20,18
587,2a9b90b41e9399bb331fef2582f657c3,Wondering if I should sleep early or do my homework right now...,1451,4,2011-02-21,17
588,2a9b90b41e9399bb331fef2582f657c3,I decided... I'll eat instead.,1452,4,2011-02-21,17
589,2a9b90b41e9399bb331fef2582f657c3,Bored as hell.,17,1,2011-02-21,17
581,2a9b90b41e9399bb331fef2582f657c3,I.... Don't know what to do now... I thought I had more homework...,1456,4,2011-02-22,16
582,2a9b90b41e9399bb331fef2582f657c3,Yahoo answers really is useful.,1457,2,2011-02-22,16
583,2a9b90b41e9399bb331fef2582f657c3,"I learned... To never trust old (fob) Asians to reformat your computer, or else you have to pay the price of having to figure out why the hell did they put new programs that can't even support my original files.",1458,2,2011-02-22,16
584,2a9b90b41e9399bb331fef2582f657c3,I lost the half sheet I had to do for homework for math... Oh well. I did all but 2 problems. I hope Mr.Hartz goes over it tomorrow.,442,1,2011-02-22,16
585,2a9b90b41e9399bb331fef2582f657c3,"GRR. School tomorrow, Spanish test, and tutoring!! NOT a good combination!! >:T",443,1,2011-02-22,16
586,2a9b90b41e9399bb331fef2582f657c3,Anyone know how to change the page settings for OpenOfficeWord? (Trying to set it up to MLA format...) I miss my Microsoft Works... TT.TT,444,1,2011-02-22,16
580,2a9b90b41e9399bb331fef2582f657c3,"I wonder how my parents would react if I said that I was going to my little brother's birthday party I have never met before who lives all the way in Chino Hills. Right, Chris ??? x] (Sorry!! I keep forgetting the Korean name you chose. -_________-||| I'm a bad ??.)",1462,1,2011-02-23,15
578,2a9b90b41e9399bb331fef2582f657c3,"Uhhh... Looked through some of the weirdest wallposts for Man vs. Wild... Bear Grylls, I wish you luck with the (obsessive) fans.",1466,4,2011-02-24,14
579,2a9b90b41e9399bb331fef2582f657c3,Damn essay!! I hope I can finish it early enough to start my outline.,94,1,2011-02-24,14
575,2a9b90b41e9399bb331fef2582f657c3,I would have finished my outline earlier if I hadn't watched Man vs. Wild... But the cool and epic survival dude wins everytime. :D,1470,2,2011-02-25,13
576,2a9b90b41e9399bb331fef2582f657c3,"What the f...? How the hell are we suppose to write the outline... I have my doubts on what you told me, Christine Kim. >.<",95,1,2011-02-25,13
577,2a9b90b41e9399bb331fef2582f657c3,"I heard that there is a 100% chance of snow tomorrow for the lower lands... I hope it really does snow, or I'll be very sad with crished hopes. :(",447,1,2011-02-25,13
574,2a9b90b41e9399bb331fef2582f657c3,Getting a haircut.,1478,4,2011-02-26,12
573,2a9b90b41e9399bb331fef2582f657c3,A Mexican opening a Thai restruant... Hm...,1477,1,2011-02-26,12
570,2a9b90b41e9399bb331fef2582f657c3,I'm happy with the quote I chose... Don't know if it is relevant enough for my deep thoughts topic though. >.>,1481,2,2011-02-28,10
571,2a9b90b41e9399bb331fef2582f657c3,"Sharing a room with granny. Looks like I'm sleeping with you tonight, floor.",1482,1,2011-02-28,10
572,2a9b90b41e9399bb331fef2582f657c3,Gonna be deprived of the internet for a week or so... I'll be back to catch up on my spam!!,452,1,2011-02-28,10
569,2a9b90b41e9399bb331fef2582f657c3,Gotta hate those damn trollers.,401,1,2011-03-01,9
568,2a9b90b41e9399bb331fef2582f657c3,What the eff...? The uncle I hate came back from Korea. He better not steal my dogs again!!,404,1,2011-03-02,8
565,2a9b90b41e9399bb331fef2582f657c3,"Lolol. March 14, White Day... but I'm looking forward to the day a month after. ;)",1368,2,2011-03-03,7
566,2a9b90b41e9399bb331fef2582f657c3,I smell like green tea mochi now. xD,1369,2,2011-03-03,7
567,2a9b90b41e9399bb331fef2582f657c3,"Justine, come back over here and kick Jay's ass for me. T.T",1370,1,2011-03-03,7
564,2a9b90b41e9399bb331fef2582f657c3,"Suffering from a massive headache as a result of not eating enough all day, and not getting enough sleep last night.",408,1,2011-03-04,6
558,2a9b90b41e9399bb331fef2582f657c3,My Internet works!!!! Yeahhhhhhh!!!,1375,2,2011-03-05,5
559,2a9b90b41e9399bb331fef2582f657c3,My mom said I can skip art for the beach trip~ :),1376,2,2011-03-05,5
560,2a9b90b41e9399bb331fef2582f657c3,The only time g-ma's nagging....,1377,2,2011-03-05,5
561,2a9b90b41e9399bb331fef2582f657c3,All this stuff about food is making me even more hungry. TT.TT,410,1,2011-03-05,5
562,2a9b90b41e9399bb331fef2582f657c3,What the f....? Okay. All of my uncles have got to stop appearing out of nowhere.,411,1,2011-03-05,5
563,2a9b90b41e9399bb331fef2582f657c3,"Don't you hate it when after a long day's work, you change into your comfy PJ's, crawl into your bed, you're almost asleep until you realize you forgot to brush your teeth. =_____=|||",412,1,2011-03-05,5
554,2a9b90b41e9399bb331fef2582f657c3,"My cousin sent me a Secret Garden ringtone. x] If any of you guys want it, let me know and I'll send it to you.",1381,2,2011-03-06,4
555,2a9b90b41e9399bb331fef2582f657c3,"I remember the time when my door knob was so jacked up that I was almost locked inside my room. Ah, good times~ :)",1382,2,2011-03-06,4
553,2a9b90b41e9399bb331fef2582f657c3,"Justine, I think I'm going to lose the eating contest. I can't even eat 2 plates at Soupplantation.",1380,1,2011-03-06,4
556,2a9b90b41e9399bb331fef2582f657c3,So tired... I had to play hide and go seek tag with my nephew yesterday... At Target. Sheesh. He really needs to stop running around and screaming like a girl. =_______=,1383,1,2011-03-06,4
557,2a9b90b41e9399bb331fef2582f657c3,Hate broken videos. >:T,415,1,2011-03-06,4
551,2a9b90b41e9399bb331fef2582f657c3,Well... All my CMS friends are finding me.,1388,4,2011-03-07,3
552,2a9b90b41e9399bb331fef2582f657c3,"Jenn Eunjung Choi, you seem like you're in s good mood. You're liking all my statuses. Or... Is it because you're procrastinating?",1389,4,2011-03-07,3
550,2a9b90b41e9399bb331fef2582f657c3,"I was about to say... /HOLY SHIT. WHEN THE HELL DID ALL THESE PEOPLE GO ONLINE?/"" But then I saw that they were duplicates of the same people because my chat was malfunctioning. :p""",1387,2,2011-03-07,3
549,2a9b90b41e9399bb331fef2582f657c3,My research paper is 99.9% BS-ed.,1386,1,2011-03-07,3
544,2a9b90b41e9399bb331fef2582f657c3,My dad said Paranormal Activity was crap. Lol. He's such a critic when it comes to movies. xD,1393,2,2011-03-08,2
545,2a9b90b41e9399bb331fef2582f657c3,Food. :),1394,2,2011-03-08,2
546,2a9b90b41e9399bb331fef2582f657c3,Gonna go watch Megamind on DVD now. :),1395,2,2011-03-08,2
547,2a9b90b41e9399bb331fef2582f657c3,Just finished watching Megamind. xD SO CHEESY.,1396,2,2011-03-08,2
548,2a9b90b41e9399bb331fef2582f657c3,CRAP. Vocab test tomorrow. TT.TT,91,1,2011-03-08,2
538,2a9b90b41e9399bb331fef2582f657c3,Annotating left... ==,1400,4,2011-03-09,1
537,2a9b90b41e9399bb331fef2582f657c3,Someone text me. I wanna listen to my new text message tone. Thank you Christine :D,1399,2,2011-03-09,1
539,2a9b90b41e9399bb331fef2582f657c3,Such a nice day todayyy,1401,2,2011-03-09,1
540,2a9b90b41e9399bb331fef2582f657c3,"/It's nice out isn't it? Want to to go to the amusement park?/"" x] *Gets shot*""",1402,2,2011-03-09,1
541,2a9b90b41e9399bb331fef2582f657c3,Fcking tired. Was at Christine's house until 8. Now I have lots of homework to do. == *dead*,422,1,2011-03-09,1
542,2a9b90b41e9399bb331fef2582f657c3,Still tired... Still more effin' homework. x________x,423,1,2011-03-09,1
543,2a9b90b41e9399bb331fef2582f657c3,Runny nose = Suffocation.,424,1,2011-03-09,1
536,29cda473b52e1c75fbfe958ed3aec565,Love seeing the St Patty's Day stuff all over work- wish it could stay up all year :),1336,2,2011-03-02,54
535,29cda473b52e1c75fbfe958ed3aec565,"Survived my first full week full-time! St Paddy's Day in two weeks, mini-vaca for our anniversary in 6 weeks. :D",1338,2,2011-03-05,51
534,29cda473b52e1c75fbfe958ed3aec565,Going on late notice but would anyone like to babysit two 2 year olds and a 3 year old friday night?,1342,4,2011-03-10,46
533,29cda473b52e1c75fbfe958ed3aec565,The US Supreme Court has ruled that you have the right under the First Amendment to protest military funerals.. I invite you to start your protest in my front yard and we can see if your First Amendment is better than my Second Amendment.. Repost if u feel the same !! ???(?_?)???,1343,4,2011-03-12,44
532,29cda473b52e1c75fbfe958ed3aec565,"Wow, what a day! Erin as double ear infection and GREAT performances tonight from BOTH dance troups! Back from drinks with dance friends and catching up on facebook stuff. Have to add my thoughts are with everyone affected by the earthquake and tsunami- even bad things come to an end",4123,3,2011-03-12,44
531,29cda473b52e1c75fbfe958ed3aec565,The Girl you just called fat? She has been starving herself & has lost over 30lbs. The Boy you just called stupid? He has a learning disability & studies over 4hrs a night. The Girl you just called ugly? She spends hours putting makeup on hoping people will like her. The Boy you just tripped? He is abused enough at home. There's a lot more to people than you think. Put this as your status if you're against bullying,119,1,2011-03-15,41
530,29cda473b52e1c75fbfe958ed3aec565,2 days till St Pats and one month till Chicago! :),1347,2,2011-03-16,40
529,29cda473b52e1c75fbfe958ed3aec565,Happy St Patrick's Day!!! Getting ready to watch some fabulous Irish dancers at Paddy O' Flarehaty's! Get your Irish on!!,1350,2,2011-03-17,39
528,29cda473b52e1c75fbfe958ed3aec565,"Please put this on your status if you know, or are related to someone killed on Alderaan when it was obliterated by the Death Star. My wish is that people will understand that the Empire is a band of murdering scum. The Rebel Alliance wants only to bring peace to the galaxy, but the evil empire continues to kill innocent civilians. 93...% won't copy//paste this. Will YOU make this your status for at least one hour?",120,4,2011-03-18,38
527,29cda473b52e1c75fbfe958ed3aec565,Pretty good St Pats- Isle of Erin was wonderful and got to chat with a couple dance friends and hear some great bagpiping! Wish hubby had been off to enjoy it with me- maybe next year :) 29 days till mini-vaca!!,1351,2,2011-03-18,38
525,29cda473b52e1c75fbfe958ed3aec565,My mom made me laugh ...Wiped my tears ...Hugged me tight...Watched me succeed...Saw me fall...Cheered me on...Kept me going strong....And...Drove me a little crazy at times ...But Moms are a promise from God that you will have a friend forever!... Put this on your status if you have or had a wonderful mom you love!,1352,2,2011-03-19,37
526,29cda473b52e1c75fbfe958ed3aec565,"I have tattoos, so I'm a trouble maker. I have curves, so I'm fat. If I wear makeup, I'm fake. If I say what I think, I'm a bitch. If I cry some times, I'm a drama queen. If I have guy friends, I'm a slut. If I stand up for myself, I'm mouthy. Seems like you can't do anything now a days without being labeled. So what, go ahead and label me, see if I give a shit.! Re-post this if you're proud of who you are!",1353,2,2011-03-19,37
524,29cda473b52e1c75fbfe958ed3aec565,Michael starts in the Bright Beginnings class on Monday! Sad to be pulling him from a great daycare but confident this will help him get his speech delay caught up. Wish us luck! 23 days till Chicago!!,1356,2,2011-03-24,32
